episode,cue_index,turn_index,start,end,speaker,dialogue,confidence,basis,notes,language,english_subtitle,speaker_candidates
S01E07,279,1,"00:16:21,410","00:16:24,539",TOM ANDERSON,was a brick of gold for the insatiably curious.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.23; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | CLAUDIA
S01E07,280,1,"00:16:24,544","00:16:27,150",LOUIS DE POINTE DU LAC,I've chartered us a plane to Havana.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.68; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,281,1,"00:16:27,155","00:16:30,197",DANIEL MOLLOY,"Three cabins on the SS Dundee from Havana to Rio,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.03; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,282,1,"00:16:30,202","00:16:34,407",DANIEL MOLLOY,and two sleeper cars from Rio to La Reina del Plata.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.03; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,283,1,"00:16:34,412","00:16:36,681",LOUIS DE POINTE DU LAC,"We'll sell what we no longer want to Max Simon,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.69; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,284,1,"00:16:36,686","00:16:38,640",LOUIS DE POINTE DU LAC,and we'll leave the rest to the auction house.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.69; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,285,1,"00:16:38,645","00:16:41,164",DANIEL MOLLOY,We'll need trunks that'll fit our coffins.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.32; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,286,1,"00:16:41,169","00:16:42,557",LOUIS DE POINTE DU LAC,Make sure they have locks that...,uncertain,best contextual candidate from text-only sources,recognition_margin=0.38; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,287,1,"00:16:42,562","00:16:44,689",LOUIS DE POINTE DU LAC,Locks that trigger from the inside.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.07; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,288,1,"00:16:49,382","00:16:52,249",DANIEL MOLLOY,It was a masterful month of preparation.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.41; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,289,1,"00:16:54,430","00:16:58,703",TOM ANDERSON,"You aimed at the navel, seduced the seducer.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.05; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC
S01E07,290,1,"00:17:01,276","00:17:04,144",LOUIS DE POINTE DU LAC,"By the time we began our fasting,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.48; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,291,1,"00:17:04,149","00:17:06,320",LOUIS DE POINTE DU LAC,Lestat would have told you the entire endeavor,uncertain,best contextual candidate from text-only sources,recognition_margin=0.48; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,292,1,"00:17:06,325","00:17:08,322",LOUIS DE POINTE DU LAC,had been his idea to begin with.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.48; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,293,1,"00:17:08,327","00:17:09,889",LOUIS DE POINTE DU LAC,When is it?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.31; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,294,1,"00:17:11,983","00:17:13,588",DANIEL MOLLOY,Yeah.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.85; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,295,1,"00:17:13,593","00:17:15,029",LOUIS DE POINTE DU LAC,Yes.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.13; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,296,1,"00:17:18,946","00:17:22,205",LOUIS DE POINTE DU LAC,We'll go without the blood for three nights preceding the ball.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.67; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | DANIEL MOLLOY
S01E07,297,1,"00:17:22,210","00:17:25,774",LESTAT DE LIONCOURT,"At the ball, Louis and I will be following your leering eye.",uncertain,best contextual candidate from text-only sources,recognition_margin=1.10; no episode audio used,English,,TOM ANDERSON | LOUIS DE POINTE DU LAC | DANIEL MOLLOY
S01E07,298,1,"00:17:25,779","00:17:28,429",DANIEL MOLLOY,Maybe pluck one or two for ourselves.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.28; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,299,1,"00:17:28,434","00:17:30,474",LOUIS DE POINTE DU LAC,We'll ask them if they wanna be young forever.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.07; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,300,1,"00:17:30,479","00:17:33,608",DANIEL MOLLOY,"And if they say yes, we'll pin them with one of these.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.17; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,301,1,"00:17:33,613","00:17:35,523",LOUIS DE POINTE DU LAC,Hmm. Amaranth.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.08; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,302,1,"00:17:35,528","00:17:36,828",LESTAT DE LIONCOURT,Perfection.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.00; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,303,1,"00:17:36,833","00:17:38,656",LESTAT DE LIONCOURT,"We'll invite them to our home,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.38; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,304,1,"00:17:38,661","00:17:42,138",LESTAT DE LIONCOURT,"we will lock the doors, shutter the windows, and...",uncertain,best contextual candidate from text-only sources,recognition_margin=0.38; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,305,1,"00:17:44,841","00:17:48,362",LOUIS DE POINTE DU LAC,And let the flesh instruct the mind.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.88; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | DANIEL MOLLOY
S01E07,306,1,"00:17:48,367","00:17:50,494",LOUIS DE POINTE DU LAC,Let the flesh instruct the mind.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.88; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | DANIEL MOLLOY
S01E07,307,1,"00:17:50,499","00:17:53,280",LOUIS DE POINTE DU LAC,Let the flesh instruct the mind.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.88; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | DANIEL MOLLOY
S01E07,308,1,"00:17:53,285","00:17:56,370",DANIEL MOLLOY,"So, fire? Behead the bastard?",uncertain,best contextual candidate from text-only sources,recognition_margin=0.18; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,309,1,"00:17:56,375","00:17:58,285",LOUIS DE POINTE DU LAC,"She wouldn't tell me at the time,",uncertain,best contextual candidate from text-only sources,recognition_margin=1.90; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,310,1,"00:17:58,290","00:18:00,635",LOUIS DE POINTE DU LAC,"as I was slipping back into old feelings,",uncertain,best contextual candidate from text-only sources,recognition_margin=1.90; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,311,1,"00:18:00,640","00:18:01,941",LOUIS DE POINTE DU LAC,as she said I would.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.90; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,312,1,"00:18:01,946","00:18:03,681",DANIEL MOLLOY,Laudanum and arsenic.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,313,1,"00:18:03,686","00:18:05,161",LOUIS DE POINTE DU LAC,But I would know soon enough.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.16; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,314,1,"00:18:05,166","00:18:06,267",LOUIS DE POINTE DU LAC,Thank you.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.24; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,315,1,"00:18:06,272","00:18:08,643",TOM ANDERSON,Poison the bait was the game.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.38; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC
S01E07,316,1,"00:18:08,648","00:18:10,906",LOUIS DE POINTE DU LAC,Make it appear as if the flesh was drunk,uncertain,best contextual candidate from text-only sources,recognition_margin=0.32; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | DANIEL MOLLOY
S01E07,317,1,"00:18:10,911","00:18:13,953",LOUIS DE POINTE DU LAC,"when, in fact, his victim's veins were swollen",uncertain,best contextual candidate from text-only sources,recognition_margin=0.32; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | DANIEL MOLLOY
S01E07,318,1,"00:18:13,958","00:18:17,478",LOUIS DE POINTE DU LAC,with a paralyzing brew of laudanum and arsenic.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.32; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | DANIEL MOLLOY
S01E07,319,1,"00:18:17,483","00:18:19,741",LOUIS DE POINTE DU LAC,"Claudia could taste her freedom,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.12; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | LESTAT DE LIONCOURT
S01E07,320,1,"00:18:19,746","00:18:22,091",LOUIS DE POINTE DU LAC,"suffered the hunger with a cold joy,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.12; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | LESTAT DE LIONCOURT
S01E07,321,1,"00:18:22,096","00:18:26,601",LOUIS DE POINTE DU LAC,matched only by the sun-hot ego of the vampire king.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.12; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | LESTAT DE LIONCOURT
S01E07,322,1,"00:18:27,623","00:18:31,828",DANIEL MOLLOY,And here comes the Krewe of Raj!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.31; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,323,1,"00:18:34,108","00:18:37,628",LESTAT DE LIONCOURT,All hail to the Realm of Raj!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.57; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,324,1,"00:18:48,209","00:18:49,771",LOUIS DE POINTE DU LAC,Is that a baby?,uncertain,best contextual candidate from text-only sources,recognition_margin=1.05; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,325,1,"00:19:04,530","00:19:07,876",TOM ANDERSON,"The ball that followed was an assault of the senses,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.23; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | CLAUDIA
S01E07,326,1,"00:19:07,881","00:19:10,270",TOM ANDERSON,an extravagant waste of money.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.23; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | CLAUDIA
S01E07,327,1,"00:19:10,275","00:19:12,489",LESTAT DE LIONCOURT,And while Lestat's poor taste on the float,uncertain,best contextual candidate from text-only sources,recognition_margin=0.68; no episode audio used,English,,TOM ANDERSON | DANIEL MOLLOY | LOUIS DE POINTE DU LAC
S01E07,328,1,"00:19:12,494","00:19:16,102",LESTAT DE LIONCOURT,"drove away most every member of the Raj Committee,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.68; no episode audio used,English,,TOM ANDERSON | DANIEL MOLLOY | LOUIS DE POINTE DU LAC
S01E07,329,1,"00:19:16,107","00:19:18,626",LESTAT DE LIONCOURT,there was plenty of bait to choose from.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.68; no episode audio used,English,,TOM ANDERSON | DANIEL MOLLOY | LOUIS DE POINTE DU LAC
S01E07,330,1,"00:19:24,506","00:19:27,026",LOUIS DE POINTE DU LAC,The blood was everywhere.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.40; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | DANIEL MOLLOY
S01E07,331,1,"00:19:27,031","00:19:30,768",DANIEL MOLLOY,The veins and arteries of a few hundred hearts,uncertain,best contextual candidate from text-only sources,recognition_margin=0.16; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,332,1,"00:19:30,773","00:19:33,597",DANIEL MOLLOY,"ringing out like air raid sirens,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.16; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,333,1,"00:19:33,602","00:19:36,997",DANIEL MOLLOY,drowning out the rhythm section of the hired band.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.16; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,334,1,"00:19:39,347","00:19:42,563",LOUIS DE POINTE DU LAC,"I followed Claudia's lead as best I could,",uncertain,best contextual candidate from text-only sources,recognition_margin=1.24; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,335,1,"00:19:42,568","00:19:45,870",LOUIS DE POINTE DU LAC,scouting the rooms for varietals of death.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.24; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,336,1,"00:19:53,579","00:19:56,316",LOUIS DE POINTE DU LAC,Would you like to know the secret of immortality?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.44; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,337,1,"00:19:56,321","00:19:58,013",LESTAT DE LIONCOURT,"Well, of course, my dear.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.55; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,338,1,"00:19:58,018","00:19:59,710",DANIEL MOLLOY,Who wouldn't?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.05; no episode audio used,English,,LOUIS DE POINTE DU LAC | TOM ANDERSON | LESTAT DE LIONCOURT
S01E07,339,1,"00:20:02,327","00:20:04,846",LESTAT DE LIONCOURT,"Good seeing you out of uniform, Chief Bardin.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.15; no episode audio used,English,,LOUIS DE POINTE DU LAC | TOM ANDERSON | DANIEL MOLLOY
S01E07,340,1,"00:20:04,851","00:20:06,717",LOUIS DE POINTE DU LAC,I think you've mistaken me...,uncertain,best contextual candidate from text-only sources,recognition_margin=0.55; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,340,2,"00:20:04,851","00:20:06,717",LESTAT DE LIONCOURT,Pardon me.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.00; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | CLAUDIA
S01E07,341,1,"00:20:06,722","00:20:08,893",LESTAT DE LIONCOURT,I saw your mask in the bathroom.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.08; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | TOM ANDERSON
